alert_id,h3_cell,junction_name,police_station,alert_level,assigned_unit,status,created_at,scita_payload,scita_sync_status,escalated
440,88618920a3fffff,Area-12.963N-77.717E,HAL Old Airport,WATCH,FKDEV00026,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 440, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""88618920a3fffff"", ""junction_name"": ""Area-12.963N-77.717E"", ""police_station"": ""HAL Old Airport"", ""location"": {""lat"": 12.963350012092166, ""lon"": 77.71730625949482}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""MAXI-CAB"", ""n_violations_historical"": 941, ""total_risk_score"": 6834}, ""congestion_impact"": {""cii_score"": 48.3, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 20438500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 24.3, ""trend"": ""STABLE""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00026"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
441,8860145a35fffff,"BTP016 - 5th Main Road, RPC Layout",Vijayanagara,WATCH,FKDEV00184,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 441, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145a35fffff"", ""junction_name"": ""BTP016 - 5th Main Road, RPC Layout"", ""police_station"": ""Vijayanagara"", ""location"": {""lat"": 12.967077948378236, ""lon"": 77.53779390413581}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 1161, ""total_risk_score"": 5421}, ""congestion_impact"": {""cii_score"": 48.9, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 16677750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 40.4, ""trend"": ""FALLING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00184"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
442,8860145a23fffff,"BTP016 - 5th Main Road, RPC Layout",Vijayanagara,WATCH,FKDEV00215,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 442, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145a23fffff"", ""junction_name"": ""BTP016 - 5th Main Road, RPC Layout"", ""police_station"": ""Vijayanagara"", ""location"": {""lat"": 12.967077948378236, ""lon"": 77.53779390413581}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 1161, ""total_risk_score"": 5421}, ""congestion_impact"": {""cii_score"": 48.9, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 16677750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 48.2, ""trend"": ""FALLING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00215"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
443,8860145b6bfffff,BTP032 - Windsor Circle,Shivajinagar,WATCH,FKDEV00284,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 443, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b6bfffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""Shivajinagar"", ""location"": {""lat"": 12.989377061570249, ""lon"": 77.5993562090909}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 242, ""total_risk_score"": 1408}, ""congestion_impact"": {""cii_score"": 45.0, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 26361750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 30.1, ""trend"": ""STABLE""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00284"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
444,8860169019fffff,Area-13.188N-77.678E,Chikkajala,WATCH,FKDEV00068,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 444, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860169019fffff"", ""junction_name"": ""Area-13.188N-77.678E"", ""police_station"": ""Chikkajala"", ""location"": {""lat"": 13.18519293180851, ""lon"": 77.68038631847517}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""MAXI-CAB"", ""n_violations_historical"": 1410, ""total_risk_score"": 12686}, ""congestion_impact"": {""cii_score"": 52.9, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 22139250.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 134.9, ""trend"": ""FALLING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00068"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
445,8860145b29fffff,BTP032 - Windsor Circle,Shivajinagar,WATCH,FKDEV00302,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 445, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b29fffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""Shivajinagar"", ""location"": {""lat"": 12.989377061570249, ""lon"": 77.5993562090909}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 242, ""total_risk_score"": 1408}, ""congestion_impact"": {""cii_score"": 45.0, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 26361750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 25.7, ""trend"": ""STABLE""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00302"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
446,8860145b1bfffff,BTP020 - Hosahalli Metro Station,Vijayanagara,WATCH,FKDEV00233,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 446, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b1bfffff"", ""junction_name"": ""BTP020 - Hosahalli Metro Station"", ""police_station"": ""Vijayanagara"", ""location"": {""lat"": 12.974363804581822, ""lon"": 77.54717153766926}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 1978, ""total_risk_score"": 7210}, ""congestion_impact"": {""cii_score"": 46.1, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 14903250.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 23.7, ""trend"": ""STABLE""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00233"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
447,8860145b45fffff,BTP032 - Windsor Circle,Sheshadripuram,WATCH,FKDEV00557,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 447, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b45fffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""Sheshadripuram"", ""location"": {""lat"": 12.996606217171747, ""lon"": 77.58429446291291}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 93, ""total_risk_score"": 592}, ""congestion_impact"": {""cii_score"": 43.2, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 26361750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 25.7, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00557"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
448,8860145b09fffff,BTP032 - Windsor Circle,Sheshadripuram,WATCH,FKDEV00623,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 448, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b09fffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""Sheshadripuram"", ""location"": {""lat"": 12.996606217171747, ""lon"": 77.58429446291291}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 93, ""total_risk_score"": 592}, ""congestion_impact"": {""cii_score"": 43.2, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 26361750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 40.6, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00623"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
449,8860145b69fffff,BTP032 - Windsor Circle,Sheshadripuram,WATCH,FKDEV00884,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 449, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b69fffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""Sheshadripuram"", ""location"": {""lat"": 12.996606217171747, ""lon"": 77.58429446291291}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 93, ""total_risk_score"": 592}, ""congestion_impact"": {""cii_score"": 43.2, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 26361750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 26.2, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00884"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
450,8860145b67fffff,BTP032 - Windsor Circle,Sheshadripuram,WATCH,FKDEV00937,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 450, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b67fffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""Sheshadripuram"", ""location"": {""lat"": 12.996606217171747, ""lon"": 77.58429446291291}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 93, ""total_risk_score"": 592}, ""congestion_impact"": {""cii_score"": 43.2, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 26361750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 17.7, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00937"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
451,8860145b0dfffff,BTP032 - Windsor Circle,Sheshadripuram,WATCH,FKDEV00951,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 451, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b0dfffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""Sheshadripuram"", ""location"": {""lat"": 12.996606217171747, ""lon"": 77.58429446291291}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 93, ""total_risk_score"": 592}, ""congestion_impact"": {""cii_score"": 43.2, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 26361750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 25.9, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00951"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
452,8860145b63fffff,BTP032 - Windsor Circle,Sheshadripuram,WATCH,FKDEV00982,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 452, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b63fffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""Sheshadripuram"", ""location"": {""lat"": 12.996606217171747, ""lon"": 77.58429446291291}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 93, ""total_risk_score"": 592}, ""congestion_impact"": {""cii_score"": 43.2, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 26361750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 23.4, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00982"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
453,8861892ec1fffff,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,WATCH,FKDEV01204,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 453, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892ec1fffff"", ""junction_name"": ""BTP148 - 17th Main, Doopanahalli Bus Stop"", ""police_station"": ""Jeevanbheemanagar"", ""location"": {""lat"": 12.959360342091944, ""lon"": 77.6560910131392}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""PASSENGER AUTO"", ""n_violations_historical"": 31, ""total_risk_score"": 250}, ""congestion_impact"": {""cii_score"": 37.9, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 8713750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 24.4, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV01204"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
454,8860145a21fffff,"BTP093 - Toll Gate, Mysore Road",Magadi Road,WATCH,FKDEV00283,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 454, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145a21fffff"", ""junction_name"": ""BTP093 - Toll Gate, Mysore Road"", ""police_station"": ""Magadi Road"", ""location"": {""lat"": 12.966670134285714, ""lon"": 77.54776072285715}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 35, ""total_risk_score"": 213}, ""congestion_impact"": {""cii_score"": 43.5, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 466688.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 32.0, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00283"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
455,8860145a29fffff,"BTP093 - Toll Gate, Mysore Road",Magadi Road,WATCH,FKDEV00296,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 455, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145a29fffff"", ""junction_name"": ""BTP093 - Toll Gate, Mysore Road"", ""police_station"": ""Magadi Road"", ""location"": {""lat"": 12.966670134285714, ""lon"": 77.54776072285715}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 35, ""total_risk_score"": 213}, ""congestion_impact"": {""cii_score"": 43.5, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 466688.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 19.1, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00296"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
456,8860145b57fffff,BTP010 - Rajajinagar Entrance,Magadi Road,WATCH,FKDEV00322,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 456, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b57fffff"", ""junction_name"": ""BTP010 - Rajajinagar Entrance"", ""police_station"": ""Magadi Road"", ""location"": {""lat"": 12.9824376045634, ""lon"": 77.56305543639668}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""PASSENGER AUTO"", ""n_violations_historical"": 51, ""total_risk_score"": 334}, ""congestion_impact"": {""cii_score"": 42.7, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 1521000.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 29.5, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00322"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
457,8860145b19fffff,BTP010 - Rajajinagar Entrance,Magadi Road,WATCH,FKDEV00376,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 457, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b19fffff"", ""junction_name"": ""BTP010 - Rajajinagar Entrance"", ""police_station"": ""Magadi Road"", ""location"": {""lat"": 12.9824376045634, ""lon"": 77.56305543639668}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""PASSENGER AUTO"", ""n_violations_historical"": 51, ""total_risk_score"": 334}, ""congestion_impact"": {""cii_score"": 42.7, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 1521000.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 22.2, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00376"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
458,8860145b1dfffff,BTP010 - Rajajinagar Entrance,Magadi Road,WATCH,FKDEV00381,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 458, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b1dfffff"", ""junction_name"": ""BTP010 - Rajajinagar Entrance"", ""police_station"": ""Magadi Road"", ""location"": {""lat"": 12.9824376045634, ""lon"": 77.56305543639668}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""PASSENGER AUTO"", ""n_violations_historical"": 51, ""total_risk_score"": 334}, ""congestion_impact"": {""cii_score"": 42.7, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 1521000.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 20.6, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00381"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
459,8860145b4bfffff,BTP076 - Hudson Circle,Halasuru Gate,WATCH,FKDEV00097,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 459, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b4bfffff"", ""junction_name"": ""BTP076 - Hudson Circle"", ""police_station"": ""Halasuru Gate"", ""location"": {""lat"": 12.96829921023622, ""lon"": 77.58773061417324}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 127, ""total_risk_score"": 772}, ""congestion_impact"": {""cii_score"": 47.1, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 743750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 50.1, ""trend"": ""STABLE""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00097"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
460,8861892439fffff,"BTP163 - 16th Main Road, BTM Layout",Mico Layout,WATCH,FKDEV02944,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 460, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892439fffff"", ""junction_name"": ""BTP163 - 16th Main Road, BTM Layout"", ""police_station"": ""Mico Layout"", ""location"": {""lat"": 12.92791230462963, ""lon"": 77.60939043240741}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 216, ""total_risk_score"": 2549}, ""congestion_impact"": {""cii_score"": 45.6, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 4329375.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 18.4, ""trend"": ""FALLING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV02944"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
461,8861892589fffff,BTP136 - Hosur-Tavarkere Road Junction,Mico Layout,WATCH,FKDEV03051,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 461, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892589fffff"", ""junction_name"": ""BTP136 - Hosur-Tavarkere Road Junction"", ""police_station"": ""Mico Layout"", ""location"": {""lat"": 12.935983344859812, ""lon"": 77.60728892523365}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 107, ""total_risk_score"": 1104}, ""congestion_impact"": {""cii_score"": 41.0, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 600625.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 17.4, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV03051"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
462,8860145b01fffff,BTP032 - Windsor Circle,Shivajinagar,WATCH,FKDEV00307,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 462, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b01fffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""Shivajinagar"", ""location"": {""lat"": 12.989377061570249, ""lon"": 77.5993562090909}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 242, ""total_risk_score"": 1408}, ""congestion_impact"": {""cii_score"": 45.0, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 26361750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 36.0, ""trend"": ""FALLING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00307"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
463,8860145b07fffff,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",Rajajinagar,WATCH,FKDEV00640,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 463, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b07fffff"", ""junction_name"": ""BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road"", ""police_station"": ""Rajajinagar"", ""location"": {""lat"": 12.98905756225515, ""lon"": 77.55269510127681}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 1118, ""total_risk_score"": 7573}, ""congestion_impact"": {""cii_score"": 48.5, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 26157250.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 28.4, ""trend"": ""FALLING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00640"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
464,8860145b03fffff,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",Rajajinagar,WATCH,FKDEV00693,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 464, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b03fffff"", ""junction_name"": ""BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road"", ""police_station"": ""Rajajinagar"", ""location"": {""lat"": 12.98905756225515, ""lon"": 77.55269510127681}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 1118, ""total_risk_score"": 7573}, ""congestion_impact"": {""cii_score"": 48.5, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 26157250.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 51.2, ""trend"": ""FALLING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00693"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
465,8861892ecbfffff,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,WATCH,FKDEV01220,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 465, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892ecbfffff"", ""junction_name"": ""BTP148 - 17th Main, Doopanahalli Bus Stop"", ""police_station"": ""Jeevanbheemanagar"", ""location"": {""lat"": 12.96906398412296, ""lon"": 77.6441914155958}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 763, ""total_risk_score"": 5586}, ""congestion_impact"": {""cii_score"": 45.6, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 26141250.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 30.8, ""trend"": ""FALLING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV01220"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
466,8861892533fffff,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,WATCH,FKDEV01264,PENDING,2026-06-20T11:07:24.159750+00:00,"{""alert_id"": 466, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892533fffff"", ""junction_name"": ""BTP148 - 17th Main, Doopanahalli Bus Stop"", ""police_station"": ""Jeevanbheemanagar"", ""location"": {""lat"": 12.96906398412296, ""lon"": 77.6441914155958}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 763, ""total_risk_score"": 5586}, ""congestion_impact"": {""cii_score"": 45.6, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 26141250.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 18.5, ""trend"": ""FALLING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV01264"", ""generated_at_utc"": ""2026-06-20T11:07:24.159750+00:00"", ""data_sent_to_scita"": true}",SENT,0
